Платформа;Блок;Действие;Event Category;Event Action;Event Name;Event Value;dimension7;dimension23;dimension10;dimension11;dimension12;dimension14;dimension21;dimension22;dimension26;dimension27;dimension33;dimension34;dimension36;dimension37
iOS, Android, Web;;Показ страницы;Payment;Payment_ScreenView;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;;;Payment;PaymentMethodLoad;;Время отработки метода в секундах с момента загрузки страницы до появления кнопки оплатить;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Всплывающее окно, дополнительные уведомления;Показ всплывающего окна подключите дополнительные уведомления;Payment;AdditionalNoticesModal_Show;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Всплывающее окно, дополнительные уведомления;Закрыть окно;Payment;AdditionalNoticesModal_CloseModal;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Всплывающее окно, дополнительные уведомления;Клик подключить;Payment;AdditionalNoticesModal_ClickConnect;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Всплывающее окно, дополнительные уведомления;"Клик по первой ссылке ""Настройках уведомлений""";Payment;AdditionalNoticesModal_ClickSettings1;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Всплывающее окно, дополнительные уведомления;"Клик по второй ссылке ""Настройках уведомлений""";Payment;AdditionalNoticesModal_ClickSettings2;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;"Уведомление ""Хотите получать допуведомления на номер?""";Показ;Payment;AdditionalNotices_Push_Show;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;"Уведомление ""Хотите получать допуведомления на номер?""";Клик да;Payment;AdditionalNotices_Push_Click;Yes;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;"Уведомление ""Хотите получать допуведомления на номер?""";Клин нет;Payment;AdditionalNotices_Push_Click;No;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;"Модальное окно ""Время на оплату истекло""";Показ окна;Payment;TimeElapseModal_Show;;Времени прошло с момента открытия странцы до показа окна в секундах;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;"Модальное окно ""Время на оплату истекло""";Клик смотреть другие варианты;Payment;TimeElapseModal_ClickSeeOther;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;"Модальное окно ""Время на оплату истекло""";Клик вернуться к объекту;Payment;TimeElapseModal_ClickReturnObject;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;"Модальное окно ""Время на оплату истекло""";Закрыть окно;Payment;TimeElapseModal_Close;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Способы оплаты;Выбор способа оплаты СБП;Payment;SelectPaymentMethod;SBP;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Способы оплаты;Выбор способа оплаты Российские карты;Payment;SelectPaymentMethod;CardRF;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Способы оплаты;Выбор способа оплаты Зарубежные карты;Payment;SelectPaymentMethod;CardInternational;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Способы оплаты;Выбор способа оплаты Оплатит другой Ссылка для оплаты;Payment;SelectPaymentMethod;Link;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Способы оплаты;Выбор способа оплаты;Payment;SelectPaymentMethod;Balance;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Информация о поездке;Клик на даты;Payment;Info_ClickDate;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Информация о поездке;Клик на гостей;Payment;Info_ClickGuest;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Вы меняете информацию о поездке даты;Закрыть;Payment;ChangeDateModal_Close;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Вы меняете информацию о поездке даты;Оставить как есть;Payment;ChangeDateModal_ClickLeave;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Вы меняете информацию о поездке Даты;Продолжить;Payment;ChangeDateModal_ClickContinue;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Вы меняете информацию о поездке Гости;Закрыть;Payment;ChangeGuestModal_Close;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Вы меняете информацию о поездке Гости;Оставить как есть;Payment;ChangeGuestModal_ClickLeave;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Вы меняете информацию о поездке Гости;Продолжить;Payment;ChangeGuestModal_ClickContinue;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Ваши данные;Клик имя;Payment;YourData_ClickName;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Ваши данные;Клик фамилию;Payment;YourData_ClickSurname;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Ваши данные;Клик телефон;Payment;YourData_ClickPhone;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Ваши данные;Клик email;Payment;YourData_ClickEmail;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Детали проживания;Клик время заезда;Payment;Details_ClickСheckIn;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Детали проживания;Клик время выезда;Payment;Details_ClickСheckOut;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Детали проживания;Клик цель;Payment;Details_ClickTarget;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Вы меняете время заезда;Закрыть;Payment;ChangeСheckInModal_Close;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Вы меняете время заезда;Оставить как есть;Payment;ChangeСheckInModal_ClickLeave;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Вы меняете время заезда;Продолжить;Payment;ChangeСheckInModal_ClickContinue;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Вы меняете время выезда;Закрыть;Payment;ChangeСheckOutModal_Close;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Вы меняете время выезда;Оставить как есть;Payment;ChangeСheckOutModal_ClickLeave;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Вы меняете время выезда;Продолжить;Payment;ChangeСheckOutModal_ClickContinue;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Вы меняете цель;Закрыть;Payment;ChangeTargetModal_Close;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Вы меняете цель;Оставить как есть;Payment;ChangeTargetOutModal_ClickLeave;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Вы меняете цель;Продолжить;Payment;ChangeTargetOutModal_ClickContinue;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Детали проживания;Клик все правила;Payment;Details_ClickRules;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Детали проживания;Клик условия отмены;Payment;Details_ClickCancellationConditions;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Детали проживания;Клик Документы;Payment;Details_ClickDocuments;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Расчет стоимости;Клик применить промокод;Payment;CostCalculation_ClickAddPromo;;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Расчет стоимости;Клик Включить дополнительные уведомления (Отправлять только в случае переключения тогда а не при применении из модального окна);Payment;CostCalculation_AdditionalNotices;SwitchClickOn;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
iOS, Android, Web;Расчет стоимости;Выключить дополнительные уведомления;Payment;CostCalculation_AdditionalNotices;SwitchOff;;id брони;ID Города Суточно;Количество бонусов на счету пользователя;Сумма кэшбэка объекта;Добавлен ли объект в избранное на момент бронирования;Рэйтинг объекта;Тип объекта (Hotel, Appart);Тип бронирования (Fast, Reqest);ID Страны к которой относится объект;Валюта объекта (RUB, USD, ...);Состав гостей;Модель оплаты (100/20);Дата заезда (DD.MM.YYYY);Дата выезда (DD.MM.YYYY)
